year,region,FACILITY_NAME,PCOUNTY,Category or Age,Age,Teenager
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,Other/Unknown,15,23,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,Other/Unknown,16,24,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,RIVERSIDE,12,20,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN BERNARDINO,17,>24 ,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,7,15,1
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,8,16,1
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,9,17,1
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,10,18,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,11,19,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,12,20,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,13,21,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,14,22,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,15,23,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,16,24,0
2011,San Diego-Imperial,PARADISE VALLEY HOSPITAL,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,6,14,1
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,7,15,1
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,8,16,1
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,9,17,1
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,10,18,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,11,19,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,12,20,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,13,21,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,14,22,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,15,23,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,16,24,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,17,>24 ,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,LOS ANGELES,17,>24 ,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Other/Unknown,9,17,1
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Other/Unknown,10,18,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Other/Unknown,11,19,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Other/Unknown,12,20,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Other/Unknown,13,21,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Other/Unknown,15,23,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Other/Unknown,16,24,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,RIVERSIDE,7,15,1
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,RIVERSIDE,9,17,1
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,RIVERSIDE,12,20,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN BERNARDINO,17,>24 ,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN DIEGO,8,16,1
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN DIEGO,10,18,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN DIEGO,11,19,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN DIEGO,12,20,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN DIEGO,13,21,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN DIEGO,15,23,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN DIEGO,16,24,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,PIONEERS MEMORIAL HEALTHCARE DISTRICT,SANTA CLARA,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,LOS ANGELES,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,MADERA,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,ORANGE,16,24,0
2011,San Diego-Imperial,POMERADO HOSPITAL,ORANGE,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,Other/Unknown,1, Less than 10,0
2011,San Diego-Imperial,POMERADO HOSPITAL,Other/Unknown,12,20,0
2011,San Diego-Imperial,POMERADO HOSPITAL,Other/Unknown,13,21,0
2011,San Diego-Imperial,POMERADO HOSPITAL,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,RIVERSIDE,12,20,0
2011,San Diego-Imperial,POMERADO HOSPITAL,RIVERSIDE,13,21,0
2011,San Diego-Imperial,POMERADO HOSPITAL,RIVERSIDE,15,23,0
2011,San Diego-Imperial,POMERADO HOSPITAL,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN BERNARDINO,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,8,16,1
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,9,17,1
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,10,18,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,11,19,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,12,20,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,13,21,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,14,22,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,15,23,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,16,24,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SANTA CLARA,17,>24 ,0
2011,San Diego-Imperial,POMERADO HOSPITAL,SOLANO,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ALAMEDA,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,IMPERIAL,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,LOS ANGELES,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ORANGE,15,23,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,ORANGE,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,PLACER,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,RIVERSIDE,12,20,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,RIVERSIDE,16,24,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN BERNARDINO,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,6,14,1
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,8,16,1
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,9,17,1
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,10,18,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,11,19,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,12,20,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,13,21,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,14,22,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,15,23,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,16,24,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,CONTRA COSTA,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,EL DORADO,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,IMPERIAL,11,19,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,IMPERIAL,15,23,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,IMPERIAL,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,LOS ANGELES,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,ORANGE,16,24,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,ORANGE,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Other/Unknown,16,24,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,RIVERSIDE,11,19,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,RIVERSIDE,16,24,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN BERNARDINO,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,8,16,1
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,9,17,1
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,10,18,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,11,19,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,12,20,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,13,21,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,14,22,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,15,23,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,16,24,0
2011,San Diego-Imperial,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,IMPERIAL,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,LOS ANGELES,11,19,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,LOS ANGELES,13,21,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,LOS ANGELES,16,24,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,LOS ANGELES,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,ORANGE,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,9,17,1
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,10,18,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,11,19,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,12,20,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,13,21,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,14,22,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,15,23,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,16,24,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,RIVERSIDE,12,20,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN BERNARDINO,10,18,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN BERNARDINO,11,19,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,6,14,1
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,7,15,1
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,8,16,1
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,9,17,1
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,10,18,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,11,19,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,12,20,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,13,21,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,14,22,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,15,23,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,16,24,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,SAN JOAQUIN,17,>24 ,0
2011,San Diego-Imperial,SCRIPPS MERCY HOSPITAL,VENTURA,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,FRESNO,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,IMPERIAL,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,KERN,8,16,1
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,LOS ANGELES,13,21,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,LOS ANGELES,16,24,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,LOS ANGELES,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,ORANGE,10,18,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,Other/Unknown,10,18,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,Other/Unknown,11,19,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,Other/Unknown,12,20,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,Other/Unknown,13,21,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,Other/Unknown,14,22,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,Other/Unknown,15,23,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,Other/Unknown,16,24,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,RIVERSIDE,10,18,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,RIVERSIDE,12,20,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,RIVERSIDE,13,21,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,RIVERSIDE,15,23,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN BERNARDINO,12,20,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN BERNARDINO,13,21,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN BERNARDINO,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,6,14,1
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,7,15,1
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,8,16,1
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,9,17,1
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,10,18,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,11,19,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,12,20,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,13,21,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,14,22,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,15,23,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,16,24,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,SAN JOAQUIN,17,>24 ,0
2011,San Diego-Imperial,SHARP CHULA VISTA MEDICAL CENTER,VENTURA,14,22,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,CE,11,19,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,FRESNO,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,IMPERIAL,9,17,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,IMPERIAL,10,18,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,IMPERIAL,13,21,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,IMPERIAL,15,23,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,IMPERIAL,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,KERN,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,KINGS,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,LOS ANGELES,14,22,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,LOS ANGELES,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,ORANGE,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,Other/Unknown,9,17,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,Other/Unknown,11,19,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,Other/Unknown,12,20,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,Other/Unknown,13,21,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,Other/Unknown,14,22,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,Other/Unknown,15,23,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,Other/Unknown,16,24,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,8,16,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,9,17,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,10,18,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,11,19,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,12,20,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,13,21,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,14,22,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,15,23,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,16,24,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN BERNARDINO,15,23,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN BERNARDINO,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,5,13,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,6,14,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,7,15,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,8,16,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,9,17,1
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,10,18,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,11,19,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,12,20,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,13,21,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,14,22,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,15,23,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,16,24,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SAN LUIS OBISP,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,SANTA BARBARA,17,>24 ,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,STANISLAUS,10,18,0
2011,San Diego-Imperial,SHARP MEMORIAL HOSPITAL,VENTURA,17,>24 ,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,CE,13,21,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,KERN,12,20,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,LOS ANGELES,14,22,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,LOS ANGELES,17,>24 ,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,ORANGE,16,24,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,ORANGE,17,>24 ,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,Other/Unknown,10,18,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,Other/Unknown,11,19,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,Other/Unknown,12,20,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,Other/Unknown,13,21,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,Other/Unknown,14,22,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,Other/Unknown,15,23,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,Other/Unknown,16,24,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,Other/Unknown,17,>24 ,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,RIVERSIDE,10,18,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,RIVERSIDE,13,21,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,RIVERSIDE,14,22,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,RIVERSIDE,15,23,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,RIVERSIDE,16,24,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,RIVERSIDE,17,>24 ,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,6,14,1
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,7,15,1
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,8,16,1
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,9,17,1
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,10,18,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,11,19,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,12,20,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,13,21,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,14,22,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,15,23,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,16,24,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,SAN DIEGO,17,>24 ,0
2011,San Diego-Imperial,TRI-CITY MEDICAL CENTER,TULARE,12,20,0
2011,San Diego-Imperial,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,IMPERIAL,11,19,0
2011,San Diego-Imperial,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,IMPERIAL,14,22,0
2011,San Diego-Imperial,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,IMPERIAL,16,24,0
