OSHPD_ID,FAC_NAME,HEALTH_SVC_AREA,LIC_STATUS,C_YOP,TYPE_LIC,TYPE_SVC_PRINCIPAL,NICU_BED_LIC,HOSP_BED_LIC_TOTL,NEWBORN_NURSRY_BASSINETS,NEWBORN_NURSRY_INFANTS,PSY_CENS_PATIENT_<=17,INPATIENT_PALLIATIVE_CARE_PROG_OFFERED,ANESTHESIOLOGIST,OP_AVAILABILITY,PHYSICIAN_A,PSY_A,EMS_ADM_VIS_TOTL,SURG_IP,AMB_SURG_PROG,BIRTHS_LIVE_TOTL
106380857,KAISER FND HOSP - SAN FRANCISCO, West Bay,1,4,1,1,2,1,22,2683,0,1,1,1,1,1,1,1,1,2
106380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER, West Bay,1,4,1,2,1,2,0,0,0,1,0,0,0,0,1,1,0,1
106380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE, West Bay,1,4,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106380895,UCSF MEDICAL CENTER AT MOUNT ZION, West Bay,1,4,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1
106380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS, West Bay,1,3,1,1,1,1,0,0,0,1,1,1,1,1,2,2,1,1
106380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS, West Bay,1,4,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
106380939,SAN FRANCISCO GENERAL HOSPITAL, West Bay,1,4,1,1,1,2,0,975,0,1,1,1,1,1,3,1,1,1
106380960,ST. FRANCIS MEMORIAL HOSPITAL, West Bay,1,4,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
106380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKES CAMPUS, West Bay,1,4,1,1,1,1,0,822,0,1,1,1,1,1,1,1,1,1
106380965,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO", West Bay,1,4,1,1,1,2,0,0,5,1,1,1,1,1,1,1,0,1
106381154,UCSF MEDICAL CENTER, West Bay,1,5,1,1,3,2,26,1782,0,1,1,1,1,1,2,3,1,2
106382715,CHINESE HOSPITAL, West Bay,1,4,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106384200,UCSF MEDICAL CENTER AT MISSION BAY, West Bay,1,6,1,0,3,1,0,0,0,0,0,0,0,0,1,1,0,1
106390846,DAMERON HOSPITAL, North San Joaquin,1,4,1,1,1,1,24,1155,0,0,1,1,1,0,1,1,0,1
106390922,LODI MEMORIAL HOSPITAL - WEST, North San Joaquin,0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106390923,LODI MEMORIAL HOSPITAL, North San Joaquin,1,4,1,1,1,1,15,1051,0,1,1,1,1,1,2,1,0,1
106391010,SAN JOAQUIN GENERAL HOSPITAL, North San Joaquin,1,4,1,1,2,1,16,1460,0,1,1,1,1,1,2,1,0,2
106391042,ST. JOSEPHS MEDICAL CENTER OF STOCKTON, North San Joaquin,1,4,1,1,2,1,27,2174,0,1,1,1,1,1,3,1,1,2
106391056,SUTTER TRACY COMMUNITY HOSPITAL, North San Joaquin,1,4,1,1,1,1,8,696,0,0,1,1,1,0,1,1,1,1
106392232,ST. JOSEPHS BEHAVIORAL HEALTH CENTER, North San Joaquin,1,3,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106392287,DOCTORS HOSPITAL OF MANTECA, North San Joaquin,1,3,1,1,1,1,6,698,0,0,1,1,1,1,1,1,1,1
106394003,SAN JOAQUIN COUNTY P.H.F., North San Joaquin,1,2,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106394009,KAISER FND HOSP-MANTECA, North San Joaquin,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
106400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Mid-Coast,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106400480,FRENCH HOSPITAL MEDICAL CENTER,Mid-Coast,1,3,1,1,1,1,8,475,0,0,1,1,1,1,1,1,1,1
106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Mid-Coast,1,3,1,1,2,1,22,1122,0,0,1,1,1,1,1,1,1,1
106400548,TWIN CITIES COMMUNITY HOSPITAL,Mid-Coast,1,2,1,1,1,1,12,667,0,0,1,1,1,1,1,1,1,1
106400683,ATASCADERO STATE HOSPITAL,Mid-Coast,1,4,2,3,1,3,0,0,0,0,0,0,1,1,1,1,0,1
106404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,Mid-Coast,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106410742,MILLS  HEALTH CENTER, West Bay,0,4,1,1,1,1,0,0,4,0,0,0,0,0,1,1,1,1
106410782,SAN MATEO MEDICAL CENTER, West Bay,1,4,1,1,1,2,0,0,0,1,1,1,1,1,1,1,1,1
106410804,KAISER FND HOSP - REDWOOD CITY, West Bay,0,3,1,1,1,1,24,4695,0,1,1,1,1,1,1,1,1,1
106410806,KAISER FND HOSP - SOUTH SAN FRANCISCO, West Bay,1,3,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
106410817,SETON MEDICAL CENTER, West Bay,1,3,1,1,1,1,14,547,0,0,1,1,1,0,2,1,1,1
106410828,SETON COASTSIDE, West Bay,1,3,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1
106410852,MILLS-PENINSULA MEDICAL CENTER, West Bay,1,4,1,1,1,1,0,2060,0,1,1,1,1,1,2,1,1,2
106410891,SEQUOIA HOSPITAL, West Bay,1,4,1,1,1,1,21,1673,0,1,1,1,1,0,1,1,1,1
106414018,MENLO PARK SURGICAL HOSPITAL, West Bay,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
106414139,KAISER FND HOSP - REDWOOD CITY, West Bay,1,6,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106420483,GOLETA VALLEY COTTAGE HOSPITAL, Santa Barbara/Ventura,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106420491,LOMPOC VALLEY MEDICAL CENTER, Santa Barbara/Ventura,1,4,1,1,1,1,0,434,0,0,1,1,1,0,1,1,0,1
106420493,MARIAN REGIONAL MEDICAL CENTER, Santa Barbara/Ventura,1,3,1,1,2,2,28,2768,0,0,1,1,1,1,2,1,1,2
106420514,SANTA BARBARA COTTAGE HOSPITAL, Santa Barbara/Ventura,1,4,1,1,2,2,34,2187,0,1,1,1,1,1,2,2,1,2
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL, Santa Barbara/Ventura,1,3,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY, Santa Barbara/Ventura,1,2,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106424047,COTTAGE REHABILITATION HOSPITAL, Santa Barbara/Ventura,1,1,1,6,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106424102,THE CHAMPION CENTER, Santa Barbara/Ventura,1,6,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106430705,REGIONAL MEDICAL OF SAN JOSE, Santa Clara,1,3,1,1,1,1,20,483,0,1,1,1,1,1,3,1,1,1
106430743,EL CAMINO HOSPITAL LOS GATOS, Santa Clara,1,3,1,1,1,1,8,739,0,0,1,1,1,0,1,1,1,1
106430763,EL CAMINO HOSPITAL, Santa Clara,1,3,1,1,1,1,44,4204,0,1,1,1,1,0,2,1,1,3
106430779,GOOD SAMARITAN HOSPITAL-SAN JOSE, Santa Clara,1,3,1,1,3,2,29,3182,0,0,0,0,1,0,2,2,0,2
106430837,OCONNOR HOSPITAL, Santa Clara,1,4,1,1,1,1,10,3004,0,1,1,1,1,1,2,1,1,2
106430883,SANTA CLARA VALLEY MEDICAL CENTER, Santa Clara,1,4,1,1,2,2,0,3142,0,1,1,1,1,1,3,2,1,2
106430905,STANFORD HOSPITAL, Santa Clara,1,4,1,1,1,2,0,0,0,1,1,1,1,1,3,3,1,1
106430915,MISSION OAKS HOSPITAL, Santa Clara,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106431506,KAISER FND HOSP - SAN JOSE, Santa Clara,1,3,1,1,1,1,32,2039,0,1,1,1,1,0,2,1,1,2
106434040,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD, Santa Clara,1,2,1,5,4,1,64,3743,0,0,0,0,0,0,1,1,1,2
106434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA, Santa Clara,1,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106434138,ST. LOUISE REGIONAL HOSPITAL, Santa Clara,1,1,1,1,1,1,20,531,0,0,1,1,1,0,1,1,0,1
106434153,KAISER FND HOSP - SANTA CLARA, Santa Clara,1,1,1,1,2,1,28,4140,0,1,1,1,1,0,2,2,1,3
106434218,KAISER PERMANENTE P.H.F - SANTA CLARA, Santa Clara,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SAN JOSE, Santa Clara,1,1,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106440755,DOMINICAN HOSPITAL,Mid-Coast,1,3,1,1,1,1,25,667,0,1,1,1,1,1,2,1,1,1
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Mid-Coast,1,2,1,1,1,1,12,1019,0,0,0,0,0,0,1,1,1,1
106444013,WATSONVILLE COMMUNITY HOSPITAL,Mid-Coast,1,1,1,1,1,1,28,1138,0,0,1,1,1,1,1,1,1,1
106444029,TELECARE SANTA CRUZ PHF,Mid-Coast,1,6,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106450936,MAYERS MEMORIAL HOSPITAL, Northern California,1,3,1,1,1,1,4,59,0,0,1,1,1,0,1,1,0,1
106450940,SHASTA REGIONAL MEDICAL CENTER, Northern California,1,4,1,1,1,1,0,0,0,0,1,1,1,1,2,1,0,1
106450949,MERCY MEDICAL CENTER - REDDING, Northern California,1,4,1,1,1,1,16,1794,0,1,1,1,1,1,2,1,0,1
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA, Northern California,1,2,1,8,1,1,0,0,0,0,0,0,1,0,1,1,0,1
106454013,PATIENTS HOSPITAL OF REDDING, Northern California,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY, Northern California,1,6,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106470871,MERCY MEDICAL CENTER MT. SHASTA, Northern California,1,3,1,1,1,1,4,137,0,0,1,1,1,0,1,1,1,1
106474007,FAIRCHILD MEDICAL CENTER, Northern California,1,1,1,1,1,1,0,176,0,0,1,1,1,0,1,1,0,1
106480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO, North Bay,1,3,1,1,1,1,22,1379,0,1,1,1,1,1,1,1,0,1
106481015,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH, North Bay,1,3,2,3,1,1,0,0,13,0,0,0,0,0,1,1,0,1
106481094,SUTTER SOLANO MEDICAL CENTER, North Bay,1,4,1,1,1,1,12,561,0,1,1,1,1,0,1,1,1,1
106481357,NORTH BAY MEDICAL CENTER, North Bay,1,3,1,1,1,1,11,1194,0,1,1,1,1,0,1,1,1,1
106484001,NORTH BAY VACAVALLEY HOSPITAL, North Bay,1,2,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1
106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE, North Bay,1,1,1,1,1,1,20,1102,0,1,1,1,1,1,1,1,1,1
106484062,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY, North Bay,1,6,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106490907,SANTA ROSA MEMORIAL HOSPITAL-SOTOYOME, North Bay,1,3,1,8,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106490919,SUTTER MEDICAL CENTER OF SANTA ROSA, North Bay,0,4,1,1,1,1,10,1238,0,1,1,1,1,1,1,1,1,1
106490964,HEALDSBURG DISTRICT HOSPITAL, North Bay,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106491001,PETALUMA VALLEY HOSPITAL, North Bay,1,2,1,1,1,1,10,452,0,0,1,1,1,0,1,1,0,1
106491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY, North Bay,1,4,1,1,1,1,16,666,0,0,1,1,1,1,2,1,1,1
106491076,SONOMA VALLEY HOSPITAL, North Bay,1,3,1,1,1,1,7,168,0,1,1,1,1,0,1,1,1,1
106491338,PALM DRIVE HOSPITAL, North Bay,0,4,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106494019,KAISER FND HOSP - SANTA ROSA, North Bay,1,2,1,1,1,1,17,1932,0,1,1,1,1,1,1,1,1,2
106494048,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC", North Bay,1,2,2,3,1,1,0,0,4,0,0,0,0,0,1,1,0,1
106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL, North Bay,1,6,1,1,1,1,20,299,0,1,1,1,1,1,1,1,1,1
106500852,DOCTORS MEDICAL CENTER, North San Joaquin,1,3,1,1,3,1,0,3437,0,1,1,1,1,1,3,2,1,2
106500867,EMANUEL MEDICAL CENTER, North San Joaquin,1,3,1,1,1,1,8,1119,0,0,1,1,1,0,2,1,0,1
106500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO, North San Joaquin,1,3,1,1,1,2,30,1820,0,0,1,1,1,0,3,2,1,2
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL, North San Joaquin,1,4,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1
106500967,OAK VALLEY DISTRICT HOSPITAL (2-RH), North San Joaquin,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106501016,DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT, North San Joaquin,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106504038,STANISLAUS SURGICAL HOSPITAL, North San Joaquin,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
106504042,KAISER FND HOSP-MODESTO, North San Joaquin,1,1,1,1,2,1,10,2497,0,1,1,1,1,1,1,1,1,2
106504081,TELECARE STANISLAUS COUNTY PHF, North San Joaquin,1,6,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106510882,FREMONT MEDICAL CENTER, Golden Empire,1,3,1,1,1,1,28,1826,0,0,0,0,0,0,1,1,0,2
106514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY, Golden Empire,1,2,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY, Golden Empire,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
106514033,NORTH VALLEY BEHAVIORAL HEALTH, Golden Empire,1,1,3,3,1,1,0,0,0,0,0,0,1,1,1,1,0,1
106521041,ST. ELIZABETH COMMUNITY HOSPITAL, Northern California,1,4,1,1,1,1,2,667,0,0,1,1,1,0,1,1,1,1
106531059,TRINITY HOSPITAL, Northern California,1,4,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106540734,KAWEAH DELTA MEDICAL CENTER, Central,1,3,1,1,1,2,32,4028,0,0,1,1,1,1,3,1,0,3
106540798,SIERRA VIEW MEDICAL CENTER, Central,1,3,1,1,1,1,0,1480,0,0,1,1,1,1,1,1,1,1
106540816,TULARE REGIONAL MEDICAL CENTER, Central,1,4,1,1,1,1,12,1100,0,0,1,1,1,1,1,1,1,1
106541123,PORTERVILLE DEVELOPMENTAL CENTER, Central,1,4,1,7,1,3,0,0,0,0,0,0,0,0,1,1,0,1
106544009,KAWEAH DELTA  MENTAL HEALTH HOSPITAL D/P APH, Central,1,2,1,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106552209,SONORA REGIONAL MEDICAL CENTER - FAIRVIEW, North San Joaquin,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY, North San Joaquin,1,1,1,1,1,1,12,533,0,0,1,1,1,0,1,1,1,1
106560203,AURORA VISTA DEL MAR HOSPITAL, Santa Barbara/Ventura,1,2,2,3,1,1,0,0,14,0,0,0,1,0,1,1,0,1
106560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA, Santa Barbara/Ventura,1,4,1,1,1,1,20,2965,0,1,1,1,1,1,2,1,1,2
106560481,VENTURA COUNTY MEDICAL CENTER, Santa Barbara/Ventura,1,4,1,1,2,1,40,1291,0,1,1,1,1,0,1,1,1,1
106560492,LOS ROBLES HOSPITAL AND MEDICAL CENTER, Santa Barbara/Ventura,1,3,1,1,1,1,22,1850,0,1,1,1,1,1,3,2,1,1
106560501,OJAI VALLEY COMMUNITY HOSPITAL, Santa Barbara/Ventura,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
106560508,ST. JOHNS PLEASANT VALLEY HOSPITAL, Santa Barbara/Ventura,1,3,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
106560521,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA  HOSPITAL, Santa Barbara/Ventura,1,3,1,1,1,1,12,336,0,0,1,1,1,0,1,1,1,1
106560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE, Santa Barbara/Ventura,1,3,1,1,1,1,18,648,0,0,1,1,1,1,1,1,1,1
106560529,ST. JOHNS REGIONAL MEDICAL CENTER, Santa Barbara/Ventura,1,4,1,1,1,1,5,2120,0,0,1,1,1,1,2,1,0,2
106560838,PACIFIC SHORES HOSPITAL, Santa Barbara/Ventura,1,3,2,3,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106564018,LOS ROBLES HOSPITAL AND MEDICAL CENTER - EAST CAMPUS, Santa Barbara/Ventura,1,2,1,8,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106564121,"THOUSAND OAKS SURGICAL HOSPITAL, a campus of Los Robles Hosp AND Med Ctr", Santa Barbara/Ventura,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1
106571086,WOODLAND MEMORIAL HOSPITAL, Golden Empire,1,3,1,1,1,1,7,696,0,1,1,1,1,1,1,1,1,1
106574010,SUTTER DAVIS HOSPITAL, Golden Empire,1,2,1,1,1,1,14,1529,0,1,1,1,1,1,1,1,1,1
106580996,RIDEOUT MEMORIAL HOSPITAL, Golden Empire,1,4,1,1,1,1,0,0,0,0,1,1,1,0,2,1,1,1
206100718,COMMUNITY SUBACUTE AND TRANSITIONAL CARE CENTER, Central,1,3,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1
206351814,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,Mid-Coast,1,3,1,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1
,n = 513,,,,,,,,,,,,,,,,,,,
